class	frame	xtl	ytl	xbr	ybr
3.24	2018-03-23_1352_right-2/004261	695	890	737	933
4.1	2018-03-23_1352_right-2/004262	1855	700	1970	821
3.24	2018-03-23_1352_right-2/004262	690	886	733	930
4.1	2018-03-23_1352_right-2/004263	1863	697	1978	821
3.24	2018-03-23_1352_right-2/004263	691	889	729	931
4.1	2018-03-23_1352_right-2/004264	1878	693	1990	811
3.24	2018-03-23_1352_right-2/004264	687	887	725	930
3.1	2018-03-23_1352_right-2/004264	1255	940	1289	979
4.1	2018-03-23_1352_right-2/004265	1879	686	1996	812
3.24	2018-03-23_1352_right-2/004265	688	891	720	931
3.1	2018-03-23_1352_right-2/004265	1256	940	1289	983
4.1	2018-03-23_1352_right-2/004266	1893	684	2011	807
3.24	2018-03-23_1352_right-2/004266	682	890	717	932
5.20	2018-03-23_1352_right-2/004266	683	841	718	881
4.1	2018-03-23_1352_right-2/004267	1899	687	2018	806
3.24	2018-03-23_1352_right-2/004267	675	889	714	931
3.24	2018-03-23_1352_right-2/004268	673	885	712	929
3.1	2018-03-23_1352_right-2/004268	1252	935	1288	979
3.24	2018-03-23_1352_right-2/004269	668	890	707	933
3.1	2018-03-23_1352_right-2/004269	1253	940	1290	975
4.1	2018-03-23_1352_right-2/004270	1925	667	2050	801
3.24	2018-03-23_1352_right-2/004270	662	888	701	933
3.1	2018-03-23_1352_right-2/004270	1247	934	1284	982
4.1	2018-03-23_1352_right-2/004271	1934	667	2060	803
3.24	2018-03-23_1352_right-2/004271	657	887	697	932
3.1	2018-03-23_1352_right-2/004271	1246	934	1284	983
4.1	2018-03-23_1352_right-2/004272	1940	660	2072	802
3.24	2018-03-23_1352_right-2/004272	648	885	690	932
3.1	2018-03-23_1352_right-2/004272	1245	937	1279	983
4.1	2018-03-23_1352_right-2/004273	1943	643	2088	799
3.24	2018-03-23_1352_right-2/004273	644	884	686	930
4.1	2018-03-23_1352_right-2/004274	1964	647	2100	799
3.24	2018-03-23_1352_right-2/004274	637	887	680	933
4.1	2018-03-23_1352_right-2/004275	1975	641	2107	790
3.24	2018-03-23_1352_right-2/004275	632	882	675	928
3.1	2018-03-23_1352_right-2/004275	1238	934	1272	976
4.1	2018-03-23_1352_right-2/004276	1985	631	2122	788
3.24	2018-03-23_1352_right-2/004276	627	882	670	930
3.1	2018-03-23_1352_right-2/004276	1233	934	1270	980
4.1	2018-03-23_1352_right-2/004277	1999	635	2135	785
3.24	2018-03-23_1352_right-2/004277	621	884	664	931
3.1	2018-03-23_1352_right-2/004277	1233	936	1268	981
4.1	2018-03-23_1352_right-2/004278	2008	624	2151	777
3.24	2018-03-23_1352_right-2/004278	619	882	661	929
3.1	2018-03-23_1352_right-2/004278	1233	935	1269	983
4.1	2018-03-23_1352_right-2/004279	2025	615	2166	777
3.24	2018-03-23_1352_right-2/004279	612	882	656	930
3.1	2018-03-23_1352_right-2/004279	1228	934	1267	983
4.1	2018-03-23_1352_right-2/004280	2035	615	2184	780
3.24	2018-03-23_1352_right-2/004280	607	883	651	930
3.1	2018-03-23_1352_right-2/004280	1229	935	1266	983
4.1	2018-03-23_1352_right-2/004281	2047	607	2205	780
3.24	2018-03-23_1352_right-2/004281	602	884	647	931
3.1	2018-03-23_1352_right-2/004281	1225	939	1269	979
4.1	2018-03-23_1352_right-2/004282	2071	608	2221	784
3.24	2018-03-23_1352_right-2/004282	595	886	642	936
3.1	2018-03-23_1352_right-2/004282	1228	935	1271	989
4.1	2018-03-23_1352_right-2/004283	2080	598	2234	775
3.24	2018-03-23_1352_right-2/004283	592	885	637	933
4.2	2018-03-23_1352_right-2/004284	2099	591	2255	769
3.24	2018-03-23_1352_right-2/004284	586	885	631	934
3.1	2018-03-23_1352_right-2/004284	1221	944	1256	995
4.1	2018-03-23_1352_right-2/004285	2116	582	2271	768
3.24	2018-03-23_1352_right-2/004285	580	887	627	938
4.1	2018-03-23_1352_right-2/004286	2136	577	2290	765
3.24	2018-03-23_1352_right-2/004286	575	889	623	942
4.1	2018-03-23_1352_right-2/004287	2153	568	2317	763
3.1	2018-03-23_1352_right-2/004287	1217	950	1254	996
4.1	2018-03-23_1352_right-2/004288	2172	549	2337	765
3.24	2018-03-23_1352_right-2/004288	565	888	613	940
4.1	2018-03-23_1352_right-2/004289	2191	556	2356	764
3.24	2018-03-23_1352_right-2/004289	556	889	606	942
3.1	2018-03-23_1352_right-2/004289	1213	947	1252	999
4.1	2018-03-23_1352_right-2/004290	2208	541	2380	755
3.1	2018-03-23_1352_right-2/004290	1213	948	1252	999
4.1	2018-03-23_1352_right-2/004291	2238	540	2401	740
3.24	2018-03-23_1352_right-2/004291	544	891	595	945
3.1	2018-03-23_1352_right-2/004291	1210	948	1250	1002
4.1	2018-03-23_1352_right-2/004292	2252	517	2424	737
3.24	2018-03-23_1352_right-2/004292	539	888	589	942
3.1	2018-03-23_1352_right-2/004292	1209	947	1248	1003
4.1	2018-03-23_1352_right-2/004293	2283	519	2442	735
3.1	2018-03-23_1352_right-2/004293	1208	953	1246	1004
4.1	2018-03-23_1352_right-2/004294	2300	518	2443	717
3.24	2018-03-23_1352_right-2/004294	526	889	576	943
3.1	2018-03-23_1352_right-2/004294	1204	950	1241	1003
3.1	2018-03-23_1352_right-2/004295	1201	952	1240	1004
3.24	2018-03-23_1352_right-2/004296	516	887	566	941
3.1	2018-03-23_1352_right-2/004296	1202	949	1239	1002
3.24	2018-03-23_1352_right-2/004297	508	884	558	940
3.1	2018-03-23_1352_right-2/004297	1199	946	1237	1002
3.24	2018-03-23_1352_right-2/004298	502	887	553	943
3.1	2018-03-23_1352_right-2/004298	1196	948	1236	1004
3.1	2018-03-23_1352_right-2/004299	1195	944	1235	1002
3.24	2018-03-23_1352_right-2/004300	471	867	530	930
5.20	2018-03-23_1352_right-2/004300	482	819	549	875
3.1	2018-03-23_1352_right-2/004300	1190	945	1231	999
5.20	2018-03-23_1352_right-2/004301	463	809	529	878
3.1	2018-03-23_1352_right-2/004301	1184	944	1229	1000
3.24	2018-03-23_1352_right-2/004302	453	865	516	931
5.20	2018-03-23_1352_right-2/004302	466	817	531	874
3.1	2018-03-23_1352_right-2/004302	1184	943	1223	1001
3.24	2018-03-23_1352_right-2/004303	459	876	514	932
3.1	2018-03-23_1352_right-2/004303	1179	942	1219	998
3.24	2018-03-23_1352_right-2/004304	450	871	505	926
3.1	2018-03-23_1352_right-2/004304	1175	933	1217	993
3.24	2018-03-23_1352_right-2/004305	432	870	488	924
3.1	2018-03-23_1352_right-2/004305	1168	939	1210	999
3.24	2018-03-23_1352_right-2/004306	427	858	482	911
3.1	2018-03-23_1352_right-2/004306	1170	936	1207	997
3.24	2018-03-23_1352_right-2/004307	421	866	476	924
3.1	2018-03-23_1352_right-2/004307	1162	931	1203	991
3.24	2018-03-23_1352_right-2/004308	403	850	472	913
3.1	2018-03-23_1352_right-2/004308	1156	931	1197	993
3.24	2018-03-23_1352_right-2/004309	396	854	453	912
3.1	2018-03-23_1352_right-2/004309	1152	921	1197	984
3.24	2018-03-23_1352_right-2/004310	387	864	443	924
5.20	2018-03-23_1352_right-2/004310	387	801	448	860
3.1	2018-03-23_1352_right-2/004310	1144	929	1188	991
3.24	2018-03-23_1352_right-2/004311	361	842	430	912
3.1	2018-03-23_1352_right-2/004311	1140	920	1185	985
3.24	2018-03-23_1352_right-2/004312	355	848	418	909
3.1	2018-03-23_1352_right-2/004312	1135	919	1176	982
3.24	2018-03-23_1352_right-2/004313	350	845	410	901
5.20	2018-03-23_1352_right-2/004313	349	785	414	845
3.1	2018-03-23_1352_right-2/004313	1129	914	1172	982
3.24	2018-03-23_1352_right-2/004314	338	849	391	901
3.1	2018-03-23_1352_right-2/004314	1121	917	1166	984
3.24	2018-03-23_1352_right-2/004315	314	846	379	906
3.1	2018-03-23_1352_right-2/004315	1118	915	1159	980
5.20	2018-03-23_1352_right-2/004316	307	773	381	834
3.1	2018-03-23_1352_right-2/004316	1109	904	1153	969
3.24	2018-03-23_1352_right-2/004317	296	842	360	903
3.1	2018-03-23_1352_right-2/004317	1102	912	1146	979
3.24	2018-03-23_1352_right-2/004318	283	843	347	907
5.20	2018-03-23_1352_right-2/004318	286	776	353	838
3.1	2018-03-23_1352_right-2/004318	1095	909	1141	979
5.20	2018-03-23_1352_right-2/004319	266	767	337	830
3.1	2018-03-23_1352_right-2/004319	1090	901	1136	971
5.20	2018-03-23_1352_right-2/004320	253	767	320	831
3.1	2018-03-23_1352_right-2/004320	1076	903	1123	971
3.1	2018-03-23_1352_right-2/004321	1073	895	1121	970
5.20	2018-03-23_1352_right-2/004322	222	758	292	826
3.1	2018-03-23_1352_right-2/004322	1058	897	1106	969
3.1	2018-03-23_1352_right-2/004323	1051	898	1097	970
3.24	2018-03-23_1352_right-2/004324	179	809	262	884
5.20	2018-03-23_1352_right-2/004324	186	750	254	819
3.1	2018-03-23_1352_right-2/004324	1040	890	1087	966
3.24	2018-03-23_1352_right-2/004325	167	808	247	879
5.20	2018-03-23_1352_right-2/004325	165	748	235	815
3.1	2018-03-23_1352_right-2/004325	1030	888	1077	965
3.24	2018-03-23_1352_right-2/004326	143	819	215	887
3.1	2018-03-23_1352_right-2/004326	1020	891	1068	965
3.1	2018-03-23_1352_right-2/004327	1007	885	1052	963
3.1	2018-03-23_1352_right-2/004328	989	888	1037	965
3.1	2018-03-23_1352_right-2/004329	981	880	1026	957
3.1	2018-03-23_1352_right-2/004330	959	882	1010	964
3.1	2018-03-23_1352_right-2/004331	942	883	993	967
3.1	2018-03-23_1352_right-2/004332	927	878	977	961
3.24	2018-03-23_1352_right-2/004333	0	801	45	874
3.1	2018-03-23_1352_right-2/004333	909	876	957	958
3.1	2018-03-23_1352_right-2/004334	887	878	940	964
3.1	2018-03-23_1352_right-2/004335	866	880	918	961
3.1	2018-03-23_1352_right-2/004336	843	878	900	969
3.1	2018-03-23_1352_right-2/004337	821	876	880	968
3.1	2018-03-23_1352_right-2/004338	798	881	857	967
3.1	2018-03-23_1352_right-2/004339	776	884	833	967
3.1	2018-03-23_1352_right-2/004340	751	880	812	966
3.1	2018-03-23_1352_right-2/004341	724	881	787	969
3.1	2018-03-23_1352_right-2/004342	701	879	764	968
3.1	2018-03-23_1352_right-2/004343	681	879	746	964
3.1	2018-03-23_1352_right-2/004345	626	873	690	962
3.1	2018-03-23_1352_right-2/004347	573	874	640	961
3.1	2018-03-23_1352_right-2/004348	542	873	608	964
3.1	2018-03-23_1352_right-2/004349	512	862	580	964
3.1	2018-03-23_1352_right-2/004350	479	861	552	957
3.1	2018-03-23_1352_right-2/004352	399	859	488	949
3.1	2018-03-23_1352_right-2/004353	364	855	452	947
3.1	2018-03-23_1352_right-2/004356	245	837	335	939
3.1	2018-03-23_1352_right-2/004360	60	814	164	940
3.27	2018-03-23_1352_right-2/004420	2014	955	2032	973
3.27	2018-03-23_1352_right-2/004422	1953	946	1977	970
3.27	2018-03-23_1352_right-2/004435	1557	973	1579	993
3.27	2018-03-23_1352_right-2/004438	1473	968	1495	988
3.27	2018-03-23_1352_right-2/004440	1422	964	1444	985
3.27	2018-03-23_1352_right-2/004441	1395	957	1418	980
3.27	2018-03-23_1352_right-2/004442	1369	956	1395	979
3.27	2018-03-23_1352_right-2/004443	1343	960	1369	984
3.27	2018-03-23_1352_right-2/004444	1319	957	1344	977
3.27	2018-03-23_1352_right-2/004445	1294	954	1319	977
3.27	2018-03-23_1352_right-2/004446	1271	956	1297	977
3.27	2018-03-23_1352_right-2/004447	1253	959	1277	979
3.27	2018-03-23_1352_right-2/004448	1229	958	1254	981
3.27	2018-03-23_1352_right-2/004450	1193	956	1219	981
3.27	2018-03-23_1352_right-2/004452	1162	962	1185	983
3.27	2018-03-23_1352_right-2/004453	1142	957	1166	978
3.24	2018-03-23_1352_right-2/004454	1127	956	1151	977
3.27	2018-03-23_1352_right-2/004456	1101	955	1124	978
3.27	2018-03-23_1352_right-2/004457	1085	958	1110	980
3.27	2018-03-23_1352_right-2/004458	1074	948	1098	972
3.27	2018-03-23_1352_right-2/004459	1062	958	1086	981
3.27	2018-03-23_1352_right-2/004460	1053	955	1077	977
3.27	2018-03-23_1352_right-2/004461	1041	957	1064	977
3.27	2018-03-23_1352_right-2/004463	1022	954	1046	977
3.27	2018-03-23_1352_right-2/004464	1011	952	1037	979
3.24	2018-03-23_1352_right-2/004465	1003	954	1027	979
3.27	2018-03-23_1352_right-2/004466	994	952	1018	975
3.27	2018-03-23_1352_right-2/004467	988	956	1011	981
3.27	2018-03-23_1352_right-2/004468	979	952	1001	979
3.24	2018-03-23_1352_right-2/004470	966	960	990	983
3.27	2018-03-23_1352_right-2/004471	957	956	985	982
3.24	2018-03-23_1352_right-2/004475	932	962	955	985
3.24	2018-03-23_1352_right-2/004476	924	959	949	985
3.27	2018-03-23_1352_right-2/004479	910	957	937	983
3.24	2018-03-23_1352_right-2/004481	901	958	926	982
3.24	2018-03-23_1352_right-2/004482	897	961	921	984
3.24	2018-03-23_1352_right-2/004483	893	959	917	981
3.27	2018-03-23_1352_right-2/004485	885	961	911	987
3.27	2018-03-23_1352_right-2/004487	880	963	905	987
3.27	2018-03-23_1352_right-2/004489	872	963	901	991
3.24	2018-03-23_1352_right-2/004491	863	960	890	986
3.27	2018-03-23_1352_right-2/004492	867	967	893	990
3.27	2018-03-23_1352_right-2/004493	860	956	888	982
3.27	2018-03-23_1352_right-2/004494	861	954	889	980
3.24	2018-03-23_1352_right-2/004497	851	954	880	981
3.27	2018-03-23_1352_right-2/004498	850	939	880	965
3.24	2018-03-23_1352_right-2/004499	847	952	877	980
3.24	2018-03-23_1352_right-2/004501	844	943	874	972
3.27	2018-03-23_1352_right-2/004502	840	942	870	972
3.27	2018-03-23_1352_right-2/004503	835	947	865	976
3.27	2018-03-23_1352_right-2/004504	841	939	869	966
3.27	2018-03-23_1352_right-2/004505	830	948	859	975
3.24	2018-03-23_1352_right-2/004506	832	936	865	965
3.24	2018-03-23_1352_right-2/004507	829	949	858	976
3.24	2018-03-23_1352_right-2/004508	826	938	857	968
3.27	2018-03-23_1352_right-2/004510	826	939	856	969
3.27	2018-03-23_1352_right-2/004511	814	945	847	974
3.27	2018-03-23_1352_right-2/004512	815	935	848	965
3.24	2018-03-23_1352_right-2/004513	815	935	844	966
3.27	2018-03-23_1352_right-2/004514	811	932	841	962
3.24	2018-03-23_1352_right-2/004515	812	935	841	965
3.27	2018-03-23_1352_right-2/004522	795	918	828	951
3.27	2018-03-23_1352_right-2/004526	798	915	834	949
3.24	2018-03-23_1352_right-2/004527	796	913	830	944
3.27	2018-03-23_1352_right-2/004528	797	915	833	949
3.27	2018-03-23_1352_right-2/004529	796	918	829	949
3.27	2018-03-23_1352_right-2/004530	798	916	833	949
3.1	2018-03-23_1352_right-2/004531	1180	975	1195	990
3.27	2018-03-23_1352_right-2/004537	788	922	823	953
3.27	2018-03-23_1352_right-2/004539	792	920	829	957
3.27	2018-03-23_1352_right-2/004540	785	910	821	946
3.27	2018-03-23_1352_right-2/004541	785	913	823	949
3.27	2018-03-23_1352_right-2/004542	788	907	824	944
3.27	2018-03-23_1352_right-2/004543	785	908	820	943
3.27	2018-03-23_1352_right-2/004550	784	903	822	942
3.27	2018-03-23_1352_right-2/004552	779	900	820	940
3.24	2018-03-23_1352_right-2/004553	1963	717	2004	778
3.27	2018-03-23_1352_right-2/004554	778	900	818	938
3.24	2018-03-23_1352_right-2/004555	778	907	819	944
3.1	2018-03-23_1352_right-2/004555	1211	965	1225	980
3.1	2018-03-23_1352_right-2/004557	1212	966	1228	982
3.27	2018-03-23_1352_right-2/004559	776	899	817	939
3.27	2018-03-23_1352_right-2/004560	778	902	819	942
3.27	2018-03-23_1352_right-2/004561	778	905	819	943
3.27	2018-03-23_1352_right-2/004562	777	899	818	939
3.27	2018-03-23_1352_right-2/004564	777	905	818	943
3.1	2018-03-23_1352_right-2/004565	1228	966	1244	983
3.27	2018-03-23_1352_right-2/004567	772	902	813	942
3.27	2018-03-23_1352_right-2/004568	775	899	815	940
2.1	2018-03-23_1352_right-2/004572	769	847	831	895
3.27	2018-03-23_1352_right-2/004573	769	902	812	944
3.1	2018-03-23_1352_right-2/004573	1244	970	1259	985
3.27	2018-03-23_1352_right-2/004574	776	897	819	939
3.27	2018-03-23_1352_right-2/004576	775	893	818	935
2.1	2018-03-23_1352_right-2/004578	764	840	832	889
3.27	2018-03-23_1352_right-2/004582	767	890	811	933
3.27	2018-03-23_1352_right-2/004583	769	889	813	932
3.27	2018-03-23_1352_right-2/004585	763	887	804	925
3.27	2018-03-23_1352_right-2/004587	763	885	809	930
3.27	2018-03-23_1352_right-2/004589	764	883	809	929
3.1	2018-03-23_1352_right-2/004589	1276	959	1294	976
3.27	2018-03-23_1352_right-2/004590	758	891	805	939
3.1	2018-03-23_1352_right-2/004590	1276	968	1292	983
3.27	2018-03-23_1352_right-2/004591	757	896	806	944
3.27	2018-03-23_1352_right-2/004595	756	905	801	950
3.1	2018-03-23_1352_right-2/004596	1283	975	1301	993
3.27	2018-03-23_1352_right-2/004597	748	893	796	940
3.1	2018-03-23_1352_right-2/004597	1283	973	1301	989
3.27	2018-03-23_1352_right-2/004598	749	899	796	946
3.27	2018-03-23_1352_right-2/004599	742	896	791	944
3.1	2018-03-23_1352_right-2/004599	1284	975	1302	992
3.27	2018-03-23_1352_right-2/004600	744	897	793	945
3.24	2018-03-23_1352_right-2/004601	740	895	789	942
3.27	2018-03-23_1352_right-2/004602	731	876	786	924
3.27	2018-03-23_1352_right-2/004604	727	878	781	928
3.1	2018-03-23_1352_right-2/004604	1294	959	1312	976
3.27	2018-03-23_1352_right-2/004605	724	880	778	929
3.1	2018-03-23_1352_right-2/004605	1294	962	1312	978
3.27	2018-03-23_1352_right-2/004606	727	874	777	920
3.27	2018-03-23_1352_right-2/004607	726	872	775	919
3.1	2018-03-23_1352_right-2/004607	1294	959	1311	976
3.27	2018-03-23_1352_right-2/004608	728	868	779	917
3.1	2018-03-23_1352_right-2/004608	1299	953	1315	967
3.27	2018-03-23_1352_right-2/004609	725	874	774	920
3.1	2018-03-23_1352_right-2/004609	1298	959	1315	974
3.27	2018-03-23_1352_right-2/004610	723	865	775	914
3.1	2018-03-23_1352_right-2/004610	1299	951	1316	967
3.27	2018-03-23_1352_right-2/004611	711	878	765	929
3.27	2018-03-23_1352_right-2/004612	719	870	768	919
3.27	2018-03-23_1352_right-2/004613	709	872	764	920
3.1	2018-03-23_1352_right-2/004613	1299	961	1317	977
3.27	2018-03-23_1352_right-2/004614	712	871	764	918
3.1	2018-03-23_1352_right-2/004615	1302	960	1322	978
3.27	2018-03-23_1352_right-2/004617	696	866	760	919
3.24	2018-03-23_1352_right-2/004618	695	862	755	922
3.1	2018-03-23_1352_right-2/004618	1305	960	1323	977
3.27	2018-03-23_1352_right-2/004619	692	869	751	920
3.1	2018-03-23_1352_right-2/004619	1306	960	1324	976
3.24	2018-03-23_1352_right-2/004621	687	866	746	921
3.1	2018-03-23_1352_right-2/004621	1309	957	1327	975
3.27	2018-03-23_1352_right-2/004622	685	869	740	919
3.1	2018-03-23_1352_right-2/004622	1308	958	1326	977
3.27	2018-03-23_1352_right-2/004624	683	866	739	919
3.1	2018-03-23_1352_right-2/004624	1311	959	1329	974
3.27	2018-03-23_1352_right-2/004625	685	864	739	918
3.1	2018-03-23_1352_right-2/004625	1312	959	1330	975
3.27	2018-03-23_1352_right-2/004626	681	867	736	917
3.27	2018-03-23_1352_right-2/004627	681	865	732	916
3.27	2018-03-23_1352_right-2/004628	681	864	732	915
3.1	2018-03-23_1352_right-2/004628	1315	958	1332	973
3.27	2018-03-23_1352_right-2/004629	679	866	731	915
3.1	2018-03-23_1352_right-2/004629	1315	957	1333	973
3.27	2018-03-23_1352_right-2/004630	677	872	728	921
3.1	2018-03-23_1352_right-2/004630	1316	963	1334	981
3.27	2018-03-23_1352_right-2/004631	677	864	729	916
3.27	2018-03-23_1352_right-2/004632	674	871	726	923
3.1	2018-03-23_1352_right-2/004632	1317	964	1336	982
3.27	2018-03-23_1352_right-2/004633	670	874	725	926
3.1	2018-03-23_1352_right-2/004633	1318	967	1336	984
3.27	2018-03-23_1352_right-2/004634	669	874	726	926
3.1	2018-03-23_1352_right-2/004634	1323	961	1342	979
3.27	2018-03-23_1352_right-2/004635	664	879	721	929
3.1	2018-03-23_1352_right-2/004635	1316	973	1335	990
3.27	2018-03-23_1352_right-2/004636	667	875	724	925
3.1	2018-03-23_1352_right-2/004636	1325	964	1343	981
3.27	2018-03-23_1352_right-2/004637	665	878	721	929
3.27	2018-03-23_1352_right-2/004638	659	871	718	926
3.1	2018-03-23_1352_right-2/004638	1324	965	1343	983
3.27	2018-03-23_1352_right-2/004639	661	875	719	927
3.1	2018-03-23_1352_right-2/004639	1325	966	1345	986
3.27	2018-03-23_1352_right-2/004640	653	877	714	932
3.1	2018-03-23_1352_right-2/004640	1324	971	1345	989
3.27	2018-03-23_1352_right-2/004641	653	874	714	930
3.1	2018-03-23_1352_right-2/004641	1325	970	1345	987
3.27	2018-03-23_1352_right-2/004642	651	878	715	933
3.27	2018-03-23_1352_right-2/004643	646	869	708	927
3.1	2018-03-23_1352_right-2/004643	1326	973	1346	989
3.27	2018-03-23_1352_right-2/004644	641	872	706	928
3.1	2018-03-23_1352_right-2/004644	1328	976	1347	993
3.27	2018-03-23_1352_right-2/004645	641	895	701	949
3.1	2018-03-23_1352_right-2/004646	1327	1004	1347	1020
3.1	2018-03-23_1352_right-2/004647	1331	1007	1349	1022
3.27	2018-03-23_1352_right-2/004648	631	910	686	959
3.1	2018-03-23_1352_right-2/004649	1329	1006	1349	1021
3.27	2018-03-23_1352_right-2/004650	626	903	684	960
3.1	2018-03-23_1352_right-2/004650	1333	1000	1352	1018
3.27	2018-03-23_1352_right-2/004651	616	893	682	951
3.24	2018-03-23_1352_right-2/004653	618	873	686	936
3.27	2018-03-23_1352_right-2/004654	612	867	684	931
3.1	2018-03-23_1352_right-2/004654	1334	979	1353	996
3.27	2018-03-23_1352_right-2/004655	614	866	681	926
3.1	2018-03-23_1352_right-2/004655	1340	965	1359	983
3.27	2018-03-23_1352_right-2/004656	613	862	678	921
3.1	2018-03-23_1352_right-2/004656	1337	964	1357	981
3.27	2018-03-23_1352_right-2/004657	615	849	672	903
3.1	2018-03-23_1352_right-2/004657	1340	959	1360	977
3.24	2018-03-23_1352_right-2/004658	612	852	676	913
3.1	2018-03-23_1352_right-2/004658	1341	962	1360	980
3.27	2018-03-23_1352_right-2/004659	612	850	669	904
3.1	2018-03-23_1352_right-2/004659	1341	958	1361	975
3.27	2018-03-23_1352_right-2/004660	606	850	669	904
3.1	2018-03-23_1352_right-2/004660	1343	956	1363	975
3.27	2018-03-23_1352_right-2/004661	607	853	665	906
3.1	2018-03-23_1352_right-2/004661	1345	959	1364	975
3.27	2018-03-23_1352_right-2/004662	601	856	660	909
3.1	2018-03-23_1352_right-2/004662	1341	961	1361	980
3.27	2018-03-23_1352_right-2/004663	600	839	668	901
3.1	2018-03-23_1352_right-2/004663	1346	953	1366	971
3.27	2018-03-23_1352_right-2/004664	589	825	666	896
3.1	2018-03-23_1352_right-2/004664	1344	946	1363	963
3.27	2018-03-23_1352_right-2/004665	593	827	661	889
3.27	2018-03-23_1352_right-2/004666	591	820	662	882
3.1	2018-03-23_1352_right-2/004666	1348	929	1368	949
3.27	2018-03-23_1352_right-2/004667	581	823	656	886
3.1	2018-03-23_1352_right-2/004667	1347	933	1366	950
3.27	2018-03-23_1352_right-2/004668	576	819	656	889
3.1	2018-03-23_1352_right-2/004668	1347	934	1368	954
3.1	2018-03-23_1352_right-2/004669	1349	942	1372	962
3.1	2018-03-23_1352_right-2/004670	1348	956	1368	975
3.27	2018-03-23_1352_right-2/004671	574	855	639	915
3.1	2018-03-23_1352_right-2/004671	1351	959	1372	978
3.27	2018-03-23_1352_right-2/004672	565	858	635	919
3.27	2018-03-23_1352_right-2/004673	567	868	637	925
3.1	2018-03-23_1352_right-2/004673	1349	972	1371	992
3.27	2018-03-23_1352_right-2/004674	562	869	636	932
3.1	2018-03-23_1352_right-2/004674	1350	979	1372	999
3.27	2018-03-23_1352_right-2/004675	557	867	633	934
3.27	2018-03-23_1352_right-2/004676	554	865	631	933
3.1	2018-03-23_1352_right-2/004676	1352	982	1375	1004
3.27	2018-03-23_1352_right-2/004677	552	867	631	940
3.1	2018-03-23_1352_right-2/004677	1353	988	1375	1007
3.27	2018-03-23_1352_right-2/004678	549	866	628	934
3.1	2018-03-23_1352_right-2/004678	1353	990	1375	1009
3.27	2018-03-23_1352_right-2/004679	549	861	626	927
3.1	2018-03-23_1352_right-2/004679	1357	988	1377	1007
3.27	2018-03-23_1352_right-2/004680	545	860	623	931
3.1	2018-03-23_1352_right-2/004680	1359	989	1378	1005
3.27	2018-03-23_1352_right-2/004681	536	861	622	934
3.1	2018-03-23_1352_right-2/004681	1358	989	1378	1009
3.1	2018-03-23_1352_right-2/004682	1359	988	1381	1008
3.27	2018-03-23_1352_right-2/004683	530	865	615	939
3.1	2018-03-23_1352_right-2/004683	1358	995	1381	1016
3.27	2018-03-23_1352_right-2/004684	528	865	611	936
3.1	2018-03-23_1352_right-2/004684	1363	992	1384	1012
3.24	2018-03-23_1352_right-2/004685	517	868	607	944
3.1	2018-03-23_1352_right-2/004685	1359	996	1382	1017
3.27	2018-03-23_1352_right-2/004686	514	874	604	947
3.1	2018-03-23_1352_right-2/004686	1361	999	1384	1021
3.24	2018-03-23_1352_right-2/004687	509	873	600	950
3.1	2018-03-23_1352_right-2/004687	1362	999	1383	1020
3.27	2018-03-23_1352_right-2/004688	504	874	592	942
3.1	2018-03-23_1352_right-2/004688	1362	995	1385	1017
3.27	2018-03-23_1352_right-2/004689	499	875	583	944
3.1	2018-03-23_1352_right-2/004689	1361	1000	1384	1021
3.27	2018-03-23_1352_right-2/004690	498	868	587	944
3.1	2018-03-23_1352_right-2/004690	1366	996	1389	1019
3.27	2018-03-23_1352_right-2/004691	497	878	579	947
3.1	2018-03-23_1352_right-2/004691	1366	1002	1390	1023
3.27	2018-03-23_1352_right-2/004692	490	866	574	940
3.1	2018-03-23_1352_right-2/004692	1365	996	1388	1019
3.24	2018-03-23_1352_right-2/004693	487	863	579	948
3.1	2018-03-23_1352_right-2/004693	1370	999	1394	1020
3.27	2018-03-23_1352_right-2/004694	483	866	569	940
3.1	2018-03-23_1352_right-2/004694	1369	996	1393	1019
3.27	2018-03-23_1352_right-2/004695	476	869	566	948
3.1	2018-03-23_1352_right-2/004695	1371	1006	1393	1025
3.27	2018-03-23_1352_right-2/004696	471	860	560	941
3.1	2018-03-23_1352_right-2/004696	1373	998	1397	1021
3.27	2018-03-23_1352_right-2/004697	465	868	556	947
3.1	2018-03-23_1352_right-2/004697	1371	1005	1394	1026
3.27	2018-03-23_1352_right-2/004698	459	863	553	945
3.1	2018-03-23_1352_right-2/004698	1375	1006	1398	1028
3.27	2018-03-23_1352_right-2/004699	454	864	543	939
3.1	2018-03-23_1352_right-2/004699	1375	1005	1396	1024
3.24	2018-03-23_1352_right-2/004700	449	866	536	944
3.1	2018-03-23_1352_right-2/004700	1375	1006	1397	1027
3.24	2018-03-23_1352_right-2/004701	447	852	534	936
3.1	2018-03-23_1352_right-2/004701	1377	996	1400	1017
3.24	2018-03-23_1352_right-2/004702	439	863	529	952
3.1	2018-03-23_1352_right-2/004702	1375	1006	1399	1027
3.24	2018-03-23_1352_right-2/004703	434	845	530	938
3.1	2018-03-23_1352_right-2/004703	1380	993	1404	1016
3.24	2018-03-23_1352_right-2/004704	422	844	525	940
3.27	2018-03-23_1352_right-2/004704	489	865	517	928
3.1	2018-03-23_1352_right-2/004704	1378	997	1402	1019
