ytl	xtl	ybr	xbr	class	frame
668	1850	735	1899	4.1	2018-03-23_1352_right/007235
897	1740	961	1795	4.1	2018-03-23_1352_right/003765
885	1810	983	1888	3.1	2018-03-23_1352_right/004919
842	1392	899	1453	5.20	2018-03-23_1352_right/003215
926	1400	977	1441	3.1	2018-03-23_1352_right/004828
909	1366	941	1401	3.24	2018-03-23_1352_right/006011
517	2057	721	2235	2.4	2018-03-23_1352_right/005849
743	2094	883	2219	4.1	2018-03-23_1352_right/005849
898	2049	943	2085	5.19	2018-03-23_1352_right/003480
828	495	880	543	5.20	2018-03-23_1352_right/004299
882	496	937	541	3.24	2018-03-23_1352_right/004299
925	1195	1015	1233	3.1	2018-03-23_1352_right/004299
1000	1692	1024	1721	5.19	2018-03-23_1352_right/004299
838	1834	874	1872	2.4	2018-03-23_1352_right/005855
691	2174	873	2319	4.1	2018-03-23_1352_right/005855
892	996	924	1033	3.27	2018-03-23_1352_right/008522
840	1534	873	1567	3.27	2018-03-23_1352_right/008522
863	1316	900	1348	5.20	2018-03-23_1352_right/003170
716	1844	823	1954	3.27	2018-03-23_1352_right/000308
822	1842	925	1945	5.20	2018-03-23_1352_right/000308
912	1237	941	1260	2.1	2018-03-23_1352_right/006311
946	1233	968	1256	4.1	2018-03-23_1352_right/006311
917	1290	1002	1309	8.22	2018-03-23_1352_right/006311
872	1283	907	1318	4.2	2018-03-23_1352_right/006311
913	1145	939	1171	5.20	2018-03-23_1352_right/001059
644	1670	774	1788	5.20	2018-03-23_1352_right/003281
877	1807	986	1871	3.1	2018-03-23_1352_right/004918
826	1615	888	1678	3.27	2018-03-23_1352_right/000758
866	1463	914	1509	5.19	2018-03-23_1352_right/000758
872	888	914	926	5.19	2018-03-23_1352_right/000758
912	1466	958	1509	5.20	2018-03-23_1352_right/000758
832	359	895	424	5.20	2018-03-23_1352_right/002404
772	2354	877	2448	5.19	2018-03-23_1352_right/003611
881	2346	993	2448	5.20	2018-03-23_1352_right/003611
872	5	908	40	5.19	2018-03-23_1352_right/003611
852	444	890	476	5.19	2018-03-23_1352_right/003611
852	469	913	527	3.1	2018-03-23_1352_right/003611
777	2041	893	2140	4.1	2018-03-23_1352_right/005836
631	2009	781	2150	2.4	2018-03-23_1352_right/005836
864	272	920	330	5.20	2018-03-23_1352_right/002384
858	1003	909	1040	5.19	2018-03-23_1352_right/002384
886	856	928	880	2.4	2018-03-23_1352_right/001513
870	689	924	748	3.27	2018-03-23_1352_right/004625
733	228	822	264	2.4	2018-03-23_1352_right/002909
811	1425	879	1486	5.20	2018-03-23_1352_right/003229
904	1373	939	1413	3.24	2018-03-23_1352_right/006016
903	1053	936	1079	2.4	2018-03-23_1352_right/006399
867	804	914	850	2.1	2018-03-23_1352_right/006399
920	813	954	848	4.1	2018-03-23_1352_right/006399
956	805	979	833	3.24	2018-03-23_1352_right/006399
819	923	1021	974	8.22	2018-03-23_1352_right/006399
1041	933	1173	1027	4.2	2018-03-23_1352_right/006399
831	1476	888	1536	3.24	2018-03-23_1352_right/006054
862	1661	944	1740	5.20	2018-03-23_1352_right/000277
783	1657	861	1741	3.27	2018-03-23_1352_right/000277
932	1272	955	1294	5.20	2018-03-23_1352_right/000277
789	340	846	396	5.20	2018-03-23_1352_right/004314
851	338	913	393	3.24	2018-03-23_1352_right/004314
937	1298	954	1311	5.19	2018-03-23_1352_right/004314
897	1121	997	1161	3.1	2018-03-23_1352_right/004314
923	1400	966	1450	2.4	2018-03-23_1352_right/001711
931	1460	973	1500	5.20	2018-03-23_1352_right/000169
886	1456	932	1504	3.27	2018-03-23_1352_right/000169
889	799	925	822	2.4	2018-03-23_1352_right/001506
872	1603	918	1644	2.4	2018-03-23_1352_right/001526
882	1064	916	1085	2.4	2018-03-23_1352_right/001526
778	861	837	893	2.1	2018-03-23_1352_right/005711
827	321	925	429	3.27	2018-03-23_1352_right/004716
979	1391	1009	1412	3.1	2018-03-23_1352_right/004716
624	2362	850	2448	2.4	2018-03-23_1352_right/002119
790	2236	948	2379	5.20	2018-03-23_1352_right/003637
645	2241	789	2397	5.19	2018-03-23_1352_right/003637
796	155	912	293	3.27	2018-03-23_1352_right/004727
986	1388	1021	1413	3.1	2018-03-23_1352_right/004727
860	1286	913	1338	5.20	2018-03-23_1352_right/001161
891	997	924	1033	3.27	2018-03-23_1352_right/008283
837	2096	874	2121	5.19	2018-03-23_1352_right/008283
950	38	968	51	3.1	2018-03-23_1352_right/002829
871	1454	918	1509	2.4	2018-03-23_1352_right/001729
857	386	905	430	2.4	2018-03-23_1352_right/001729
888	2196	908	2211	3.24	2018-03-23_1352_right/008123
855	1531	906	1597	2.4	2018-03-23_1352_right/001755
846	327	901	373	2.4	2018-03-23_1352_right/001755
916	1961	958	1991	5.19	2018-03-23_1352_right/003465
892	1602	980	1678	4.1	2018-03-23_1352_right/003814
811	1420	835	1439	4.1	2018-03-23_1352_right/007118
822	195	879	251	2.4	2018-03-23_1352_right/001780
820	1583	880	1654	2.4	2018-03-23_1352_right/001780
885	2359	944	2419	5.19	2018-03-23_1352_right/003533
878	2027	923	2065	5.19	2018-03-23_1352_right/003533
940	2358	1005	2409	5.20	2018-03-23_1352_right/003533
669	1639	790	1746	5.20	2018-03-23_1352_right/003276
955	103	970	112	3.1	2018-03-23_1352_right/002793
932	856	997	914	5.20	2018-03-23_1352_right/000631
867	859	931	913	5.19	2018-03-23_1352_right/000631
925	1880	960	1910	5.19	2018-03-23_1352_right/003447
880	1307	919	1337	5.20	2018-03-23_1352_right/003164
894	1341	945	1384	5.19	2018-03-23_1352_right/003164
718	1074	770	1096	2.1	2018-03-23_1352_right/007296
787	1820	885	1939	2.4	2018-03-23_1352_right/001847
979	1228	992	1240	4.1	2018-03-23_1352_right/007565
807	2050	904	2128	4.1	2018-03-23_1352_right/005826
686	2015	805	2145	2.4	2018-03-23_1352_right/005826
916	1515	970	1568	5.20	2018-03-23_1352_right/000220
860	1514	916	1572	3.27	2018-03-23_1352_right/000220
878	994	915	1031	3.27	2018-03-23_1352_right/008247
357	20	462	114	2.4	2018-03-23_1352_right/007576
730	1631	833	1729	3.24	2018-03-23_1352_right/006088
764	920	878	1007	5.20	2018-03-23_1352_right/003662
676	918	770	1001	5.19	2018-03-23_1352_right/003662
727	2305	917	2448	5.20	2018-03-23_1352_right/003662
508	2307	700	2448	5.19	2018-03-23_1352_right/003662
932	1420	986	1461	3.1	2018-03-23_1352_right/004838
834	1401	892	1459	5.20	2018-03-23_1352_right/003218
902	2166	952	2211	5.19	2018-03-23_1352_right/003499
892	1942	931	1971	5.19	2018-03-23_1352_right/003499
857	1621	910	1676	4.1	2018-03-23_1352_right/004186
766	290	851	374	5.20	2018-03-23_1352_right/002445
732	1437	830	1503	5.20	2018-03-23_1352_right/002445
898	462	917	478	5.19	2018-03-23_1352_right/004363
662	44	761	106	5.19	2018-03-23_1352_right/000929
891	997	924	1033	3.27	2018-03-23_1352_right/008315
840	1536	873	1567	3.27	2018-03-23_1352_right/008315
890	998	924	1033	3.27	2018-03-23_1352_right/008381
841	1534	873	1567	3.27	2018-03-23_1352_right/008381
902	1041	935	1071	5.19	2018-03-23_1352_right/000676
902	673	999	764	5.20	2018-03-23_1352_right/000676
806	680	896	766	5.19	2018-03-23_1352_right/000676
879	1538	917	1581	3.27	2018-03-23_1352_right/000676
806	1058	875	1091	2.1	2018-03-23_1352_right/005693
862	2077	913	2114	2.4	2018-03-23_1352_right/001544
869	1489	920	1515	2.4	2018-03-23_1352_right/001544
922	932	955	954	3.24	2018-03-23_1352_right/004117
881	1408	920	1443	4.1	2018-03-23_1352_right/004117
810	1769	910	1874	2.4	2018-03-23_1352_right/001838
764	259	839	284	2.4	2018-03-23_1352_right/002987
902	1234	928	1262	5.19	2018-03-23_1352_right/003542
878	2375	947	2440	5.19	2018-03-23_1352_right/003542
917	2020	968	2046	5.20	2018-03-23_1352_right/003542
872	2028	919	2050	5.19	2018-03-23_1352_right/003542
912	913	935	935	5.19	2018-03-23_1352_right/003542
891	996	923	1032	3.27	2018-03-23_1352_right/008531
839	1535	873	1567	3.27	2018-03-23_1352_right/008531
932	1433	989	1480	3.1	2018-03-23_1352_right/004846
920	1528	988	1589	3.1	2018-03-23_1352_right/004880
924	836	954	855	2.4	2018-03-23_1352_right/001445
923	1042	963	1083	2.4	2018-03-23_1352_right/001637
868	1267	884	1280	3.1	2018-03-23_1352_right/001637
905	1848	939	1880	2.4	2018-03-23_1352_right/001637
921	253	958	298	2.4	2018-03-23_1352_right/001637
687	926	757	954	2.1	2018-03-23_1352_right/007303
800	1630	874	1705	3.27	2018-03-23_1352_right/000269
869	1632	945	1708	5.20	2018-03-23_1352_right/000269
936	1272	956	1290	5.20	2018-03-23_1352_right/000269
889	998	925	1032	3.27	2018-03-23_1352_right/008482
840	1536	873	1567	3.27	2018-03-23_1352_right/008482
890	1419	927	1455	5.20	2018-03-23_1352_right/000532
953	963	989	996	5.20	2018-03-23_1352_right/000532
918	963	957	996	5.19	2018-03-23_1352_right/000532
812	1885	921	1994	5.20	2018-03-23_1352_right/000313
697	1891	813	2001	3.27	2018-03-23_1352_right/000313
930	1292	953	1314	5.20	2018-03-23_1352_right/000313
961	921	1008	961	5.20	2018-03-23_1352_right/000566
921	922	967	963	5.19	2018-03-23_1352_right/000566
759	1536	796	1573	2.4	2018-03-23_1352_right/007181
796	1540	827	1568	4.1	2018-03-23_1352_right/007181
819	1476	846	1502	4.1	2018-03-23_1352_right/007157
840	1398	896	1459	5.20	2018-03-23_1352_right/003217
647	2066	823	2233	2.4	2018-03-23_1352_right/001903
728	2308	847	2432	5.19	2018-03-23_1352_right/003620
833	2303	970	2424	5.20	2018-03-23_1352_right/003620
842	270	913	332	3.1	2018-03-23_1352_right/003620
831	2131	896	2165	4.1	2018-03-23_1352_right/005793
835	1472	889	1532	3.24	2018-03-23_1352_right/006053
913	1352	945	1386	3.24	2018-03-23_1352_right/006002
905	2034	921	2048	3.1	2018-03-23_1352_right/008082
931	845	995	908	5.20	2018-03-23_1352_right/000638
862	850	930	908	5.19	2018-03-23_1352_right/000638
812	190	869	239	2.4	2018-03-23_1352_right/001781
806	1590	863	1652	2.4	2018-03-23_1352_right/001781
869	981	906	1017	3.27	2018-03-23_1352_right/008223
912	1163	946	1190	4.1	2018-03-23_1352_right/004064
882	828	915	857	5.19	2018-03-23_1352_right/004229
886	1164	925	1199	5.20	2018-03-23_1352_right/001109
875	1345	922	1390	5.20	2018-03-23_1352_right/003193
874	219	928	275	5.20	2018-03-23_1352_right/002378
868	935	918	969	5.19	2018-03-23_1352_right/002378
916	1035	949	1063	4.1	2018-03-23_1352_right/004054
852	1366	871	1383	2.4	2018-03-23_1352_right/007076
891	996	924	1032	3.27	2018-03-23_1352_right/008343
840	1534	873	1567	3.27	2018-03-23_1352_right/008343
799	1371	872	1446	5.20	2018-03-23_1352_right/001211
944	1175	1024	1187	8.22	2018-03-23_1352_right/007695
904	1525	960	1579	5.20	2018-03-23_1352_right/000227
849	1522	904	1581	3.27	2018-03-23_1352_right/000227
838	1839	981	1954	4.1	2018-03-23_1352_right/003847
898	1236	930	1262	4.1	2018-03-23_1352_right/004072
891	996	924	1033	3.27	2018-03-23_1352_right/008512
837	2097	874	2122	5.19	2018-03-23_1352_right/008512
840	1535	873	1567	3.27	2018-03-23_1352_right/008512
792	1643	865	1723	3.27	2018-03-23_1352_right/000273
867	1647	944	1720	5.20	2018-03-23_1352_right/000273
934	1271	956	1292	5.20	2018-03-23_1352_right/000273
939	1397	984	1444	2.4	2018-03-23_1352_right/001707
822	760	888	818	5.19	2018-03-23_1352_right/000843
887	1620	959	1682	5.20	2018-03-23_1352_right/000843
819	1620	891	1677	5.19	2018-03-23_1352_right/000843
695	2005	807	2121	3.27	2018-03-23_1352_right/000843
699	1007	786	1088	5.19	2018-03-23_1352_right/003654
777	1007	890	1089	5.20	2018-03-23_1352_right/003654
558	2244	737	2444	5.19	2018-03-23_1352_right/003654
743	2246	938	2435	5.20	2018-03-23_1352_right/003654
892	995	925	1033	3.27	2018-03-23_1352_right/008493
840	1534	873	1567	3.27	2018-03-23_1352_right/008493
636	2226	824	2407	2.4	2018-03-23_1352_right/001948
926	1405	973	1450	3.1	2018-03-23_1352_right/004833
883	1289	925	1334	2.4	2018-03-23_1352_right/001661
869	2183	910	2216	2.4	2018-03-23_1352_right/001661
876	466	918	508	2.4	2018-03-23_1352_right/001661
879	1307	915	1336	5.20	2018-03-23_1352_right/003162
895	1340	941	1384	5.19	2018-03-23_1352_right/003162
888	899	937	945	5.19	2018-03-23_1352_right/000596
937	897	989	945	5.20	2018-03-23_1352_right/000596
918	1537	986	1594	3.1	2018-03-23_1352_right/004881
958	912	1005	954	5.20	2018-03-23_1352_right/000577
916	916	957	956	5.19	2018-03-23_1352_right/000577
884	1124	923	1146	2.4	2018-03-23_1352_right/001529
896	490	916	508	5.19	2018-03-23_1352_right/004362
889	1341	905	1352	4.1	2018-03-23_1352_right/007033
888	986	914	1007	2.4	2018-03-23_1352_right/001522
864	1358	912	1407	5.20	2018-03-23_1352_right/003200
915	1518	966	1571	5.20	2018-03-23_1352_right/000222
858	1514	911	1573	3.27	2018-03-23_1352_right/000222
904	81	949	117	3.1	2018-03-23_1352_right/007753
889	1042	919	1070	5.19	2018-03-23_1352_right/003571
844	1946	924	1996	5.19	2018-03-23_1352_right/003571
900	1944	961	1996	5.20	2018-03-23_1352_right/003571
892	1097	939	1142	3.1	2018-03-23_1352_right/003571
905	686	931	707	5.19	2018-03-23_1352_right/003571
928	1473	992	1519	3.1	2018-03-23_1352_right/004861
815	2118	891	2167	4.1	2018-03-23_1352_right/005796
818	1787	920	1888	2.4	2018-03-23_1352_right/001840
900	2029	944	2068	5.19	2018-03-23_1352_right/003477
890	1855	922	1879	5.19	2018-03-23_1352_right/003477
714	263	821	304	2.1	2018-03-23_1352_right/005743
875	1437	915	1469	5.20	2018-03-23_1352_right/000548
947	940	987	976	5.20	2018-03-23_1352_right/000548
911	942	952	973	5.19	2018-03-23_1352_right/000548
706	1653	817	1762	3.24	2018-03-23_1352_right/006091
889	998	923	1031	3.27	2018-03-23_1352_right/008500
839	1535	873	1567	3.27	2018-03-23_1352_right/008500
837	2097	874	2122	5.19	2018-03-23_1352_right/008500
922	973	955	997	3.24	2018-03-23_1352_right/004150
934	1370	980	1409	3.1	2018-03-23_1352_right/004811
925	1202	954	1230	4.1	2018-03-23_1352_right/006366
876	1193	918	1234	2.1	2018-03-23_1352_right/006366
902	1401	934	1425	2.4	2018-03-23_1352_right/006366
1013	1312	1091	1374	4.2	2018-03-23_1352_right/006366
597	606	725	720	5.19	2018-03-23_1352_right/003687
723	611	865	718	5.20	2018-03-23_1352_right/003687
954	109	967	120	3.1	2018-03-23_1352_right/002790
864	264	924	322	5.20	2018-03-23_1352_right/002383
856	992	911	1028	5.19	2018-03-23_1352_right/002383
633	746	747	846	5.19	2018-03-23_1352_right/003676
735	747	889	846	5.20	2018-03-23_1352_right/003676
929	834	966	876	2.4	2018-03-23_1352_right/001626
915	1551	937	1567	3.1	2018-03-23_1352_right/001626
674	1694	796	1811	3.24	2018-03-23_1352_right/006095
911	1334	937	1359	5.20	2018-03-23_1352_right/000383
889	998	923	1032	3.27	2018-03-23_1352_right/008444
836	2097	872	2121	5.19	2018-03-23_1352_right/008444
840	1535	873	1567	3.27	2018-03-23_1352_right/008444
863	1293	918	1346	5.20	2018-03-23_1352_right/001165
889	1313	926	1355	2.4	2018-03-23_1352_right/001665
882	483	921	523	2.4	2018-03-23_1352_right/001665
876	2221	914	2254	2.4	2018-03-23_1352_right/001665
834	1535	854	1549	3.1	2018-03-23_1352_right/001665
799	1363	878	1433	5.20	2018-03-23_1352_right/001207
933	2300	982	2362	4.1	2018-03-23_1352_right/003733
763	1818	843	1898	5.19	2018-03-23_1352_right/000687
777	580	881	685	5.19	2018-03-23_1352_right/000687
869	578	1012	677	5.20	2018-03-23_1352_right/000687
899	1022	932	1049	5.19	2018-03-23_1352_right/000687
927	1465	958	1494	5.20	2018-03-23_1352_right/000687
869	1545	910	1589	3.27	2018-03-23_1352_right/000687
624	2360	848	2448	2.4	2018-03-23_1352_right/002118
891	997	924	1033	3.27	2018-03-23_1352_right/008526
840	1536	873	1568	3.27	2018-03-23_1352_right/008526
838	2095	874	2121	5.19	2018-03-23_1352_right/008526
645	2203	852	2381	2.4	2018-03-23_1352_right/001943
930	866	992	918	5.20	2018-03-23_1352_right/000624
874	863	933	921	5.19	2018-03-23_1352_right/000624
873	657	933	717	3.27	2018-03-23_1352_right/004641
934	1354	979	1391	3.1	2018-03-23_1352_right/004798
828	1565	885	1627	3.27	2018-03-23_1352_right/000242
888	1567	952	1625	5.20	2018-03-23_1352_right/000242
933	1274	953	1293	5.20	2018-03-23_1352_right/000242
942	1718	968	1740	5.19	2018-03-23_1352_right/003382
834	382	884	428	2.4	2018-03-23_1352_right/001723
851	1423	895	1476	2.4	2018-03-23_1352_right/001723
891	998	924	1033	3.27	2018-03-23_1352_right/008353
840	1536	873	1568	3.27	2018-03-23_1352_right/008353
836	2097	874	2122	5.19	2018-03-23_1352_right/008353
845	341	899	386	2.4	2018-03-23_1352_right/001751
857	1524	907	1585	2.4	2018-03-23_1352_right/001751
951	84	966	95	3.1	2018-03-23_1352_right/002802
624	2251	827	2432	2.4	2018-03-23_1352_right/001958
707	2298	894	2443	5.20	2018-03-23_1352_right/000343
527	2301	720	2448	3.27	2018-03-23_1352_right/000343
925	1304	947	1328	5.20	2018-03-23_1352_right/000343
898	1441	942	1484	3.27	2018-03-23_1352_right/000146
939	1445	978	1479	5.20	2018-03-23_1352_right/000146
731	1198	776	1221	2.1	2018-03-23_1352_right/007287
936	1400	984	1450	2.4	2018-03-23_1352_right/001706
958	1187	1027	1201	8.22	2018-03-23_1352_right/007683
854	976	900	1024	2.1	2018-03-23_1352_right/006389
884	1208	918	1233	2.4	2018-03-23_1352_right/006389
906	988	936	1017	4.1	2018-03-23_1352_right/006389
812	1103	1008	1152	8.22	2018-03-23_1352_right/006389
766	1473	838	1545	5.20	2018-03-23_1352_right/003244
934	1446	970	1475	5.20	2018-03-23_1352_right/000105
897	1440	936	1478	3.27	2018-03-23_1352_right/000105
863	1269	912	1320	5.20	2018-03-23_1352_right/001155
944	62	977	87	2.4	2018-03-23_1352_right/008070
868	1998	933	2061	4.1	2018-03-23_1352_right/003750
971	1230	1005	1257	4.2	2018-03-23_1352_right/003750
760	255	848	348	5.20	2018-03-23_1352_right/002448
725	1447	823	1515	5.20	2018-03-23_1352_right/002448
769	626	855	707	5.19	2018-03-23_1352_right/000871
766	1751	852	1830	5.19	2018-03-23_1352_right/000871
844	1751	946	1830	5.20	2018-03-23_1352_right/000871
725	1116	807	1194	5.19	2018-03-23_1352_right/003645
604	2234	760	2403	5.19	2018-03-23_1352_right/003645
757	2221	945	2412	5.20	2018-03-23_1352_right/003645
798	1117	901	1195	5.20	2018-03-23_1352_right/003645
741	1549	781	1589	2.4	2018-03-23_1352_right/007185
778	1551	811	1583	4.1	2018-03-23_1352_right/007185
927	1468	971	1509	5.20	2018-03-23_1352_right/000175
575	1618	732	1725	5.20	2018-03-23_1352_right/002474
921	642	960	682	2.4	2018-03-23_1352_right/001618
993	1032	1024	1053	5.20	2018-03-23_1352_right/000448
874	2355	1004	2445	5.20	2018-03-23_1352_right/003609
775	2363	872	2448	5.19	2018-03-23_1352_right/003609
853	481	886	515	5.19	2018-03-23_1352_right/003609
871	47	905	79	5.19	2018-03-23_1352_right/003609
847	511	923	567	3.1	2018-03-23_1352_right/003609
911	1365	936	1393	5.20	2018-03-23_1352_right/000429
954	1034	983	1056	5.20	2018-03-23_1352_right/000429
737	1428	841	1517	5.20	2018-03-23_1352_right/001231
735	1559	770	1601	2.4	2018-03-23_1352_right/007189
773	1566	811	1596	4.1	2018-03-23_1352_right/007189
812	1649	889	1727	2.4	2018-03-23_1352_right/001807
804	0	874	61	2.4	2018-03-23_1352_right/001807
581	519	709	640	5.19	2018-03-23_1352_right/003693
710	517	863	635	5.20	2018-03-23_1352_right/003693
925	926	959	952	3.24	2018-03-23_1352_right/004113
888	1396	927	1431	4.1	2018-03-23_1352_right/004113
940	234	962	253	3.24	2018-03-23_1352_right/004037
865	1207	910	1250	5.20	2018-03-23_1352_right/001133
631	2279	827	2448	2.4	2018-03-23_1352_right/001968
913	1491	961	1537	5.20	2018-03-23_1352_right/000196
866	1487	913	1539	3.27	2018-03-23_1352_right/000196
783	348	865	425	5.20	2018-03-23_1352_right/002438
755	1407	842	1472	5.20	2018-03-23_1352_right/002438
882	1345	900	1359	4.1	2018-03-23_1352_right/007043
870	1329	909	1367	5.20	2018-03-23_1352_right/003182
704	1920	803	2011	5.19	2018-03-23_1352_right/000706
881	974	922	1006	5.19	2018-03-23_1352_right/000706
847	309	1009	453	5.20	2018-03-23_1352_right/000706
574	2309	729	2443	5.20	2018-03-23_1352_right/000706
697	321	842	469	5.19	2018-03-23_1352_right/000706
852	1550	895	1601	3.27	2018-03-23_1352_right/000706
915	1451	951	1482	5.20	2018-03-23_1352_right/000706
865	1224	914	1267	5.20	2018-03-23_1352_right/001139
806	1641	847	1670	3.1	2018-03-23_1352_right/007325
826	733	855	757	3.1	2018-03-23_1352_right/007325
891	995	924	1032	3.27	2018-03-23_1352_right/008291
841	1534	873	1567	3.27	2018-03-23_1352_right/008291
887	654	921	681	2.4	2018-03-23_1352_right/006417
923	656	945	677	4.1	2018-03-23_1352_right/006417
738	355	1057	430	8.22	2018-03-23_1352_right/006417
794	2049	898	2135	4.1	2018-03-23_1352_right/005831
659	2009	789	2143	2.4	2018-03-23_1352_right/005831
788	136	850	193	2.4	2018-03-23_1352_right/001789
819	1603	887	1677	2.4	2018-03-23_1352_right/001789
917	1499	964	1546	5.20	2018-03-23_1352_right/000203
865	1493	918	1548	3.27	2018-03-23_1352_right/000203
846	1375	894	1428	5.20	2018-03-23_1352_right/003208
895	1448	938	1494	3.27	2018-03-23_1352_right/000160
659	2093	838	2260	2.4	2018-03-23_1352_right/001909
889	1226	923	1260	2.1	2018-03-23_1352_right/006352
915	1421	940	1439	2.4	2018-03-23_1352_right/006352
926	1225	955	1258	4.1	2018-03-23_1352_right/006352
938	1420	960	1433	4.1	2018-03-23_1352_right/006352
1009	1322	1072	1374	4.2	2018-03-23_1352_right/006352
807	1300	863	1357	4.2	2018-03-23_1352_right/006352
656	1974	817	2128	2.4	2018-03-23_1352_right/001885
897	1351	941	1398	2.4	2018-03-23_1352_right/001678
892	997	924	1032	3.27	2018-03-23_1352_right/008437
840	1535	874	1568	3.27	2018-03-23_1352_right/008437
936	1423	989	1467	3.1	2018-03-23_1352_right/004841
867	1232	914	1280	5.20	2018-03-23_1352_right/001143
907	1309	939	1331	5.20	2018-03-23_1352_right/003145
932	1335	962	1372	5.19	2018-03-23_1352_right/003145
912	1315	935	1342	5.20	2018-03-23_1352_right/000363
876	2385	947	2447	5.19	2018-03-23_1352_right/003545
901	1217	929	1242	5.19	2018-03-23_1352_right/003545
913	1272	949	1301	3.1	2018-03-23_1352_right/003545
938	2385	1006	2438	5.20	2018-03-23_1352_right/003545
920	1316	943	1339	5.19	2018-03-23_1352_right/003084
705	1909	842	2055	2.4	2018-03-23_1352_right/001869
919	1345	948	1377	3.24	2018-03-23_1352_right/005994
840	2097	949	2206	3.1	2018-03-23_1352_right/004936
890	998	924	1033	3.27	2018-03-23_1352_right/008391
840	1535	874	1567	3.27	2018-03-23_1352_right/008391
866	970	899	1008	3.27	2018-03-23_1352_right/008209
817	1487	850	1519	3.27	2018-03-23_1352_right/008209
910	1977	964	2021	5.20	2018-03-23_1352_right/003557
896	1140	926	1167	5.19	2018-03-23_1352_right/003557
861	1981	926	2024	5.19	2018-03-23_1352_right/003557
903	907	949	952	5.19	2018-03-23_1352_right/000590
952	903	997	950	5.20	2018-03-23_1352_right/000590
973	240	999	265	2.4	2018-03-23_1352_right/008037
884	1169	924	1207	5.20	2018-03-23_1352_right/001113
644	607	728	632	2.1	2018-03-23_1352_right/007317
822	1769	857	1798	3.1	2018-03-23_1352_right/007317
842	688	883	725	5.20	2018-03-23_1352_right/004264
883	684	929	723	3.24	2018-03-23_1352_right/004264
923	1261	986	1291	3.1	2018-03-23_1352_right/004264
946	1371	994	1412	3.1	2018-03-23_1352_right/004815
622	2356	846	2448	2.4	2018-03-23_1352_right/002103
802	1363	881	1435	5.20	2018-03-23_1352_right/001208
887	833	914	860	5.19	2018-03-23_1352_right/004228
816	1691	894	1759	4.1	2018-03-23_1352_right/004228
952	1003	1044	1024	8.22	2018-03-23_1352_right/007733
875	1291	929	1348	5.20	2018-03-23_1352_right/001168
594	1586	749	1745	5.20	2018-03-23_1352_right/001258
816	396	894	472	5.20	2018-03-23_1352_right/002428
857	1360	907	1411	5.20	2018-03-23_1352_right/003201
808	544	873	567	2.4	2018-03-23_1352_right/003201
912	1642	997	1707	3.1	2018-03-23_1352_right/004903
912	1138	943	1166	5.20	2018-03-23_1352_right/001077
891	995	924	1033	3.27	2018-03-23_1352_right/008394
841	1535	873	1567	3.27	2018-03-23_1352_right/008394
790	627	889	725	5.19	2018-03-23_1352_right/000682
904	1033	934	1061	5.19	2018-03-23_1352_right/000682
894	623	1001	723	5.20	2018-03-23_1352_right/000682
928	1466	960	1491	5.20	2018-03-23_1352_right/000682
876	1542	913	1583	3.27	2018-03-23_1352_right/000682
894	1306	928	1330	5.20	2018-03-23_1352_right/003151
481	2102	694	2301	2.4	2018-03-23_1352_right/005853
746	569	841	658	5.19	2018-03-23_1352_right/000879
823	1804	942	1891	5.20	2018-03-23_1352_right/000879
737	1803	827	1897	5.19	2018-03-23_1352_right/000879
938	1034	969	1056	5.20	2018-03-23_1352_right/000433
892	1364	919	1395	5.20	2018-03-23_1352_right/000433
918	1005	947	1029	4.1	2018-03-23_1352_right/004052
938	878	993	929	5.20	2018-03-23_1352_right/000608
887	882	937	930	5.19	2018-03-23_1352_right/000608
649	1664	778	1784	5.20	2018-03-23_1352_right/003280
900	1023	934	1056	5.19	2018-03-23_1352_right/000684
888	607	1004	706	5.20	2018-03-23_1352_right/000684
782	616	889	713	5.19	2018-03-23_1352_right/000684
871	1542	911	1586	3.27	2018-03-23_1352_right/000684
928	1465	960	1494	5.20	2018-03-23_1352_right/000684
894	1464	926	1492	5.19	2018-03-23_1352_right/000684
643	2088	831	2254	2.4	2018-03-23_1352_right/001907
925	1405	944	1422	3.24	2018-03-23_1352_right/005922
886	717	932	755	3.24	2018-03-23_1352_right/004257
725	1824	838	1921	4.1	2018-03-23_1352_right/004257
845	720	886	754	5.20	2018-03-23_1352_right/004257
965	1379	1000	1403	3.1	2018-03-23_1352_right/004735
744	0	879	142	3.27	2018-03-23_1352_right/004735
786	668	872	743	5.19	2018-03-23_1352_right/000864
792	1715	866	1784	5.19	2018-03-23_1352_right/000864
860	1712	953	1787	5.20	2018-03-23_1352_right/000864
975	478	1018	515	3.24	2018-03-23_1352_right/005417
839	2185	907	2214	4.1	2018-03-23_1352_right/005780
775	2173	839	2217	2.4	2018-03-23_1352_right/005780
588	581	725	691	5.19	2018-03-23_1352_right/003689
723	584	857	691	5.20	2018-03-23_1352_right/003689
873	244	905	270	2.4	2018-03-23_1352_right/006431
910	249	936	268	4.1	2018-03-23_1352_right/006431
732	1168	813	1220	5.19	2018-03-23_1352_right/003641
624	2236	780	2398	5.19	2018-03-23_1352_right/003641
810	1168	907	1224	5.20	2018-03-23_1352_right/003641
754	2217	953	2404	5.20	2018-03-23_1352_right/003641
917	1511	969	1560	5.20	2018-03-23_1352_right/000214
864	1506	914	1564	3.27	2018-03-23_1352_right/000214
815	1620	883	1692	2.4	2018-03-23_1352_right/001800
