ytl	xtl	ybr	xbr	class	score	frame
872	1813	928	1869	5.19	0.99999666	2018-02-16_1515_left/002028
937	1427	961	1448	5.19	0.99942756	2018-02-16_1515_left/002028
968	1341	1012	1374	5.19	0.9999014	2018-02-16_1515_left/001127
966	711	1005	754	5.19	0.9979911	2018-02-16_1515_left/001000
884	1729	955	1799	5.19	0.9999943	2018-02-16_1515_left/002708
916	875	971	927	5.19	0.9992729	2018-02-16_1515_left/002708
945	499	1017	573	2.1	0.99996245	2018-02-16_1515_left/003454
686	1166	835	1317	2.1	0.99976915	2018-02-16_1515_left/003454
846	1198	943	1289	4.1	0.98026365	2018-02-16_1515_left/003454
958	705	1001	749	5.19	0.9982816	2018-02-16_1515_left/001004
934	1433	980	1472	2.1	0.9933745	2018-02-16_1515_left/002422
888	1687	958	1745	5.19	0.999845	2018-02-16_1515_left/002700
917	905	963	953	5.19	0.98974866	2018-02-16_1515_left/002700
700	111	798	179	5.19	0.999995	2018-02-16_1515_left/002115
738	2330	855	2442	5.19	0.999992	2018-02-16_1515_left/002115
825	776	892	835	5.19	0.9999901	2018-02-16_1515_left/002115
909	1378	946	1413	5.19	0.9999759	2018-02-16_1515_left/002115
849	317	902	349	5.19	0.99995196	2018-02-16_1515_left/002115
899	1071	931	1097	5.19	0.9998098	2018-02-16_1515_left/002115
813	1382	861	1424	2.4	0.9867335	2018-02-16_1515_left/002115
888	1702	958	1761	5.19	0.99992883	2018-02-16_1515_left/002703
918	897	970	946	5.19	0.980231	2018-02-16_1515_left/002703
922	1834	973	1884	5.19	0.999923	2018-02-16_1515_left/001145
876	1662	910	1696	5.19	0.9999949	2018-02-16_1515_left/001966
885	214	917	242	5.19	0.99999297	2018-02-16_1515_left/001966
885	1854	958	1924	5.19	0.9999399	2018-02-16_1515_left/001966
712	1856	792	1927	2.4	0.99950135	2018-02-16_1515_left/001966
881	377	1085	421	8.22	0.993711	2018-02-16_1515_left/003660
805	511	875	570	4.2	0.9849648	2018-02-16_1515_left/003028
871	1789	951	1863	5.19	0.9999871	2018-02-16_1515_left/002716
909	841	966	895	5.19	0.9999416	2018-02-16_1515_left/002716
848	825	912	884	5.19	0.99999976	2018-02-16_1515_left/002102
774	2221	882	2330	5.19	0.999997	2018-02-16_1515_left/002102
741	240	821	296	5.19	0.9999963	2018-02-16_1515_left/002102
872	391	912	418	5.19	0.99993587	2018-02-16_1515_left/002102
925	1391	957	1425	5.19	0.99992037	2018-02-16_1515_left/002102
873	1390	920	1427	3.24	0.98571336	2018-02-16_1515_left/002102
833	1387	875	1434	2.4	0.97682583	2018-02-16_1515_left/002102
675	1372	836	1507	2.1	0.9948428	2018-02-16_1515_left/003115
853	1415	962	1493	4.1	0.9765767	2018-02-16_1515_left/003115
930	1592	964	1627	5.19	0.99961674	2018-02-16_1515_left/001882
936	695	975	731	5.19	0.9993474	2018-02-16_1515_left/003368
810	1668	865	1723	2.4	0.9998573	2018-02-16_1515_left/001925
918	1672	961	1715	5.19	0.99982446	2018-02-16_1515_left/001925
901	437	927	459	5.19	0.99956733	2018-02-16_1515_left/001925
899	1602	923	1630	5.19	0.9911509	2018-02-16_1515_left/001925
851	311	904	343	5.19	0.9999914	2018-02-16_1515_left/002116
703	101	795	172	5.19	0.9999875	2018-02-16_1515_left/002116
911	1381	948	1415	5.19	0.9999813	2018-02-16_1515_left/002116
740	2343	851	2444	5.19	0.9999726	2018-02-16_1515_left/002116
827	773	896	835	5.19	0.99996877	2018-02-16_1515_left/002116
811	105	904	171	3.1	0.9874635	2018-02-16_1515_left/002116
1002	2148	1035	2184	5.19	0.99943954	2018-02-16_1515_left/003495
911	1411	1011	1498	2.1	0.9947496	2018-02-16_1515_left/003495
747	696	848	770	4.2	0.9884799	2018-02-16_1515_left/003062
750	719	839	795	4.2	0.9961158	2018-02-16_1515_left/003063
706	77	849	199	5.19	0.9999975	2018-02-16_1515_left/002191
941	1261	993	1307	5.19	0.99997866	2018-02-16_1515_left/002191
907	807	960	848	5.19	0.9999523	2018-02-16_1515_left/002191
812	1257	869	1318	2.4	0.99502313	2018-02-16_1515_left/002191
847	924	901	972	4.2	0.99676526	2018-02-16_1515_left/002998
880	1425	914	1450	2.1	0.9855796	2018-02-16_1515_left/002340
820	1971	894	2043	5.19	0.99999774	2018-02-16_1515_left/002063
794	540	849	579	5.19	0.99999774	2018-02-16_1515_left/002063
866	954	914	996	5.19	0.9999975	2018-02-16_1515_left/002063
917	1413	946	1440	5.19	0.998519	2018-02-16_1515_left/002063
860	539	930	578	3.1	0.98208827	2018-02-16_1515_left/002063
837	1629	932	1717	2.1	0.99971575	2018-02-16_1515_left/002490
942	1484	967	1510	5.19	0.98652124	2018-02-16_1515_left/001819
982	938	1020	972	5.19	0.99998856	2018-02-16_1515_left/001088
890	890	986	968	5.19	0.9999697	2018-02-16_1515_left/002252
776	894	866	968	4.2	0.98452884	2018-02-16_1515_left/002252
916	1447	966	1488	2.1	0.9995665	2018-02-16_1515_left/002435
828	2128	905	2208	2.4	0.99976975	2018-02-16_1515_left/002847
879	1506	947	1568	2.1	0.99981207	2018-02-16_1515_left/002465
973	1823	1020	1859	2.1	0.9999906	2018-02-16_1515_left/002778
894	1425	928	1449	2.1	0.9989367	2018-02-16_1515_left/002368
926	1620	960	1656	5.19	0.9995215	2018-02-16_1515_left/001895
837	1619	881	1659	2.4	0.9955727	2018-02-16_1515_left/001895
899	1598	922	1625	5.19	0.9797291	2018-02-16_1515_left/001895
949	1550	980	1581	5.19	0.99392796	2018-02-16_1515_left/001855
916	1550	947	1581	5.19	0.98199844	2018-02-16_1515_left/001855
919	1963	972	2016	5.19	0.9999404	2018-02-16_1515_left/001148
888	1373	926	1407	5.19	0.99999833	2018-02-16_1515_left/002128
795	718	869	785	5.19	0.9999975	2018-02-16_1515_left/002128
822	234	884	269	5.19	0.99999	2018-02-16_1515_left/002128
653	4	744	39	5.19	0.99959785	2018-02-16_1515_left/002128
874	1049	916	1078	5.19	0.9980806	2018-02-16_1515_left/002128
984	953	1016	983	5.19	0.9997255	2018-02-16_1515_left/001090
882	2118	1003	2230	2.1	0.9994993	2018-02-16_1515_left/003521
905	1784	948	1815	4.2	0.98017335	2018-02-16_1515_left/002957
806	2194	881	2285	2.4	0.98920107	2018-02-16_1515_left/002853
911	1560	1012	1652	2.1	0.9995297	2018-02-16_1515_left/003501
1004	2324	1035	2358	5.19	0.99888843	2018-02-16_1515_left/003501
867	1943	930	2006	2.4	0.9994485	2018-02-16_1515_left/002827
953	1180	1013	1233	5.19	0.9999956	2018-02-16_1515_left/002214
913	638	967	685	5.19	0.9999877	2018-02-16_1515_left/002214
863	1254	908	1294	4.2	0.97728044	2018-02-16_1515_left/002983
834	586	944	689	5.19	0.9999877	2018-02-16_1515_left/002751
983	1697	1026	1730	2.1	0.9951696	2018-02-16_1515_left/002751
849	1594	940	1682	2.1	0.9996408	2018-02-16_1515_left/002485
942	829	981	860	5.19	0.9999659	2018-02-16_1515_left/003374
880	1674	918	1711	5.19	0.9999337	2018-02-16_1515_left/001974
892	148	927	179	5.19	0.9996191	2018-02-16_1515_left/001974
886	1917	963	1993	5.19	0.9990865	2018-02-16_1515_left/001974
857	916	884	937	5.19	0.9986663	2018-02-16_1515_left/001974
690	1921	776	2003	2.4	0.9978808	2018-02-16_1515_left/001974
909	1432	931	1450	5.19	0.9933976	2018-02-16_1515_left/001974
890	1136	918	1162	5.19	0.9929974	2018-02-16_1515_left/001974
890	1428	928	1456	2.1	0.99932003	2018-02-16_1515_left/002351
902	1427	933	1453	2.1	0.99855214	2018-02-16_1515_left/002359
949	698	994	741	5.19	0.9986077	2018-02-16_1515_left/001013
855	767	967	858	5.19	0.9999739	2018-02-16_1515_left/002261
716	768	830	857	4.2	0.99155957	2018-02-16_1515_left/002261
895	312	925	339	5.19	0.99999106	2018-02-16_1515_left/001950
902	1762	965	1825	5.19	0.99994135	2018-02-16_1515_left/001950
760	1761	834	1827	2.4	0.99977463	2018-02-16_1515_left/001950
886	1638	917	1668	5.19	0.9989748	2018-02-16_1515_left/001950
879	1524	949	1590	2.1	0.9998087	2018-02-16_1515_left/002471
801	461	943	582	5.19	0.99994135	2018-02-16_1515_left/002276
859	650	956	739	5.19	0.9998336	2018-02-16_1515_left/002744
769	2259	916	2380	5.19	0.9975095	2018-02-16_1515_left/002744
988	1666	1026	1694	2.1	0.97591203	2018-02-16_1515_left/002744
965	1458	990	1481	5.19	0.99569076	2018-02-16_1515_left/001794
943	1459	968	1482	5.19	0.99181014	2018-02-16_1515_left/001794
899	1475	950	1521	2.1	0.9983365	2018-02-16_1515_left/002452
883	454	1072	498	8.22	0.9907408	2018-02-16_1515_left/003666
817	446	884	510	4.2	0.98738575	2018-02-16_1515_left/003666
1025	889	1052	912	5.19	0.9983845	2018-02-16_1515_left/001068
824	2015	906	2093	5.19	0.9999981	2018-02-16_1515_left/002072
873	922	927	973	5.19	0.99999654	2018-02-16_1515_left/002072
794	477	857	518	5.19	0.99999523	2018-02-16_1515_left/002072
890	535	927	559	5.19	0.9974521	2018-02-16_1515_left/002072
930	1404	959	1434	5.19	0.99714124	2018-02-16_1515_left/002072
938	1563	969	1594	5.19	0.99446255	2018-02-16_1515_left/001868
901	1567	931	1597	5.19	0.98027325	2018-02-16_1515_left/001868
922	1321	966	1355	5.19	0.99999106	2018-02-16_1515_left/003395
784	39	897	136	2.1	0.9993642	2018-02-16_1515_left/003395
871	1802	926	1859	5.19	0.99999464	2018-02-16_1515_left/002025
848	747	883	773	5.19	0.9999652	2018-02-16_1515_left/002025
898	1049	936	1087	5.19	0.99985147	2018-02-16_1515_left/002025
932	1426	955	1446	5.19	0.99973863	2018-02-16_1515_left/002025
898	1426	926	1449	5.19	0.9946601	2018-02-16_1515_left/002025
945	1193	1006	1250	5.19	0.9999995	2018-02-16_1515_left/002208
910	684	966	726	5.19	0.9999527	2018-02-16_1515_left/002208
807	1202	867	1258	2.4	0.9930367	2018-02-16_1515_left/002208
889	1772	944	1825	2.4	0.97922224	2018-02-16_1515_left/002804
985	1796	1029	1824	2.1	0.99940646	2018-02-16_1515_left/002773
813	750	888	815	5.19	0.9999951	2018-02-16_1515_left/002121
902	1376	939	1413	5.19	0.99998057	2018-02-16_1515_left/002121
679	45	781	113	5.19	0.99996686	2018-02-16_1515_left/002121
840	274	894	311	5.19	0.9999554	2018-02-16_1515_left/002121
712	2401	829	2447	5.19	0.99912864	2018-02-16_1515_left/002121
796	42	890	114	3.1	0.99563605	2018-02-16_1515_left/002121
808	1376	850	1418	2.4	0.99557954	2018-02-16_1515_left/002121
953	1753	985	1780	5.19	0.9999076	2018-02-16_1515_left/003636
853	249	928	326	5.19	0.9879359	2018-02-16_1515_left/001060
1031	895	1062	923	5.19	0.98777455	2018-02-16_1515_left/001060
970	2030	1016	2067	2.1	0.99804974	2018-02-16_1515_left/002809
888	1811	943	1861	2.4	0.99131596	2018-02-16_1515_left/002809
844	815	911	876	5.19	0.99999857	2018-02-16_1515_left/002105
732	216	817	272	5.19	0.9999951	2018-02-16_1515_left/002105
863	371	913	403	5.19	0.9999471	2018-02-16_1515_left/002105
771	2247	879	2357	5.19	0.9999373	2018-02-16_1515_left/002105
922	1386	957	1422	5.19	0.9997882	2018-02-16_1515_left/002105
831	1388	871	1434	2.4	0.9965814	2018-02-16_1515_left/002105
825	210	924	275	3.1	0.99587667	2018-02-16_1515_left/002105
807	373	848	403	5.19	0.9761756	2018-02-16_1515_left/002105
879	2149	1004	2266	2.1	0.9990157	2018-02-16_1515_left/003522
867	2314	1009	2436	2.1	0.9969874	2018-02-16_1515_left/003527
893	1127	923	1155	5.19	0.9999808	2018-02-16_1515_left/001977
885	1682	921	1716	5.19	0.99993753	2018-02-16_1515_left/001977
888	1942	968	2024	5.19	0.99958545	2018-02-16_1515_left/001977
901	123	933	157	5.19	0.99862564	2018-02-16_1515_left/001977
686	1941	770	2029	2.4	0.99727243	2018-02-16_1515_left/001977
889	1430	918	1451	5.19	0.99275666	2018-02-16_1515_left/001977
868	883	898	901	5.19	0.99142855	2018-02-16_1515_left/001977
891	1720	941	1767	2.4	0.9939136	2018-02-16_1515_left/002795
696	933	845	1055	2.1	0.9992275	2018-02-16_1515_left/003444
930	273	1007	340	2.1	0.99340385	2018-02-16_1515_left/003444
969	1362	1013	1405	5.19	0.9999981	2018-02-16_1515_left/002157
857	25	930	73	5.19	0.99999464	2018-02-16_1515_left/002157
824	573	917	654	5.19	0.9999882	2018-02-16_1515_left/002157
945	1001	992	1033	5.19	0.9998442	2018-02-16_1515_left/002157
856	1365	904	1414	2.4	0.9878726	2018-02-16_1515_left/002157
818	1663	921	1763	2.1	0.9996055	2018-02-16_1515_left/002494
788	424	858	465	5.19	0.99999905	2018-02-16_1515_left/002080
878	899	933	951	5.19	0.9999982	2018-02-16_1515_left/002080
820	2062	909	2148	5.19	0.999992	2018-02-16_1515_left/002080
894	502	932	524	5.19	0.99990916	2018-02-16_1515_left/002080
939	1402	969	1433	5.19	0.9985857	2018-02-16_1515_left/002080
876	419	946	465	3.1	0.9776895	2018-02-16_1515_left/002080
936	574	988	623	5.19	0.9997881	2018-02-16_1515_left/001033
724	784	846	889	2.1	0.99996877	2018-02-16_1515_left/003436
857	803	943	872	4.1	0.9770398	2018-02-16_1515_left/003436
929	1019	958	1052	5.19	0.98362595	2018-02-16_1515_left/002656
883	1647	915	1679	5.19	0.99987185	2018-02-16_1515_left/001956
897	1798	964	1859	5.19	0.9998555	2018-02-16_1515_left/001956
895	278	924	303	5.19	0.99982905	2018-02-16_1515_left/001956
753	1797	815	1865	2.4	0.9992531	2018-02-16_1515_left/001956
822	727	882	778	4.2	0.9945492	2018-02-16_1515_left/003011
971	746	1011	784	5.19	0.9985297	2018-02-16_1515_left/000992
880	1848	934	1906	2.4	0.9990194	2018-02-16_1515_left/002814
755	637	844	714	4.2	0.9935556	2018-02-16_1515_left/003057
857	1864	949	1955	5.19	0.99999106	2018-02-16_1515_left/002724
901	795	972	855	5.19	0.9999783	2018-02-16_1515_left/002724
814	799	889	861	4.2	0.97881967	2018-02-16_1515_left/002724
721	1045	858	1153	2.1	0.9991335	2018-02-16_1515_left/003102
877	1077	971	1139	4.1	0.9964604	2018-02-16_1515_left/003102
852	960	902	1011	5.19	0.9999994	2018-02-16_1515_left/002060
809	1953	881	2026	5.19	0.9999962	2018-02-16_1515_left/002060
785	558	831	597	5.19	0.9999906	2018-02-16_1515_left/002060
902	1416	929	1442	5.19	0.9988175	2018-02-16_1515_left/002060
851	555	910	594	3.1	0.9908251	2018-02-16_1515_left/002060
860	1415	891	1445	5.19	0.9875645	2018-02-16_1515_left/002060
860	1992	923	2065	2.4	0.99880624	2018-02-16_1515_left/002834
943	2194	1029	2259	2.1	0.9963354	2018-02-16_1515_left/002834
968	1022	1006	1059	5.19	0.9999771	2018-02-16_1515_left/001101
942	1522	971	1552	5.19	0.99556255	2018-02-16_1515_left/001835
867	977	914	1022	5.19	0.9999976	2018-02-16_1515_left/002055
822	1926	893	1994	5.19	0.9999739	2018-02-16_1515_left/002055
802	596	857	629	5.19	0.9999577	2018-02-16_1515_left/002055
912	1416	943	1446	5.19	0.9969002	2018-02-16_1515_left/002055
833	1420	871	1449	2.4	0.9955075	2018-02-16_1515_left/002055
875	2282	1008	2407	2.1	0.99869245	2018-02-16_1515_left/003526
792	393	902	494	5.19	0.9999918	2018-02-16_1515_left/002173
963	1323	1015	1368	5.19	0.9999784	2018-02-16_1515_left/002173
936	926	990	959	5.19	0.9999653	2018-02-16_1515_left/002173
852	1332	899	1371	2.4	0.9918143	2018-02-16_1515_left/002173
809	455	885	517	4.2	0.99120927	2018-02-16_1515_left/003667
808	475	880	532	4.2	0.9884461	2018-02-16_1515_left/003669
897	479	1087	525	8.22	0.97940606	2018-02-16_1515_left/003669
869	1743	913	1787	5.19	0.9999981	2018-02-16_1515_left/002005
890	1084	923	1117	5.19	0.9999528	2018-02-16_1515_left/002005
849	817	889	844	5.19	0.9999007	2018-02-16_1515_left/002005
877	1771	925	1818	5.19	0.9999926	2018-02-16_1515_left/002015
897	1068	933	1103	5.19	0.99998367	2018-02-16_1515_left/002015
854	783	892	808	5.19	0.99995434	2018-02-16_1515_left/002015
897	1424	923	1450	5.19	0.9973007	2018-02-16_1515_left/002015
918	1534	947	1562	5.19	0.9979412	2018-02-16_1515_left/001841
878	1530	918	1565	2.4	0.9915766	2018-02-16_1515_left/001841
947	1532	976	1563	5.19	0.98389196	2018-02-16_1515_left/001841
777	1732	898	1843	2.1	0.99990976	2018-02-16_1515_left/002501
814	671	880	728	4.2	0.98610383	2018-02-16_1515_left/003015
899	682	1048	722	8.22	0.98330253	2018-02-16_1515_left/003015
934	1163	1023	1235	2.1	0.99992716	2018-02-16_1515_left/003484
530	2122	746	2272	2.1	0.9750923	2018-02-16_1515_left/003484
889	156	928	188	5.19	0.99999154	2018-02-16_1515_left/001973
691	1908	777	1994	2.4	0.99988854	2018-02-16_1515_left/001973
887	1911	965	1983	5.19	0.99971586	2018-02-16_1515_left/001973
879	1675	917	1711	5.19	0.99956053	2018-02-16_1515_left/001973
858	920	880	939	5.19	0.9963791	2018-02-16_1515_left/001973
875	1406	924	1445	4.2	0.99094373	2018-02-16_1515_left/002976
916	1454	970	1498	2.1	0.9996617	2018-02-16_1515_left/002440
894	1423	932	1457	2.1	0.99930704	2018-02-16_1515_left/002380
764	374	926	499	5.19	0.99969625	2018-02-16_1515_left/002765
872	1907	932	1969	2.4	0.99885404	2018-02-16_1515_left/002822
943	458	1014	530	2.1	0.9998516	2018-02-16_1515_left/003452
695	1118	845	1258	2.1	0.99982387	2018-02-16_1515_left/003452
919	1703	970	1751	5.19	0.9999298	2018-02-16_1515_left/001936
794	1698	854	1759	2.4	0.9998882	2018-02-16_1515_left/001936
898	1616	925	1640	5.19	0.99041057	2018-02-16_1515_left/001936
993	869	1026	898	5.19	0.9987954	2018-02-16_1515_left/000980
919	1436	1013	1525	2.1	0.9999242	2018-02-16_1515_left/003496
1004	2177	1037	2214	5.19	0.9993943	2018-02-16_1515_left/003496
966	1338	1015	1379	5.19	0.9999925	2018-02-16_1515_left/002170
798	439	907	531	5.19	0.99996877	2018-02-16_1515_left/002170
942	946	985	978	5.19	0.99947864	2018-02-16_1515_left/002170
793	506	875	574	4.2	0.99193114	2018-02-16_1515_left/003043
967	1368	1008	1407	5.19	0.99999464	2018-02-16_1515_left/002153
833	595	922	679	5.19	0.9999927	2018-02-16_1515_left/002153
865	61	936	112	5.19	0.99998045	2018-02-16_1515_left/002153
945	1008	989	1038	5.19	0.9997805	2018-02-16_1515_left/002153
761	1771	881	1889	2.1	0.9998031	2018-02-16_1515_left/002504
828	577	927	664	5.19	0.9999943	2018-02-16_1515_left/002156
864	35	931	80	5.19	0.9999906	2018-02-16_1515_left/002156
970	1365	1016	1406	5.19	0.9999565	2018-02-16_1515_left/002156
947	1004	991	1033	5.19	0.99985385	2018-02-16_1515_left/002156
864	1368	909	1413	2.4	0.99654895	2018-02-16_1515_left/002156
741	974	862	1079	2.1	0.99876463	2018-02-16_1515_left/003099
794	488	872	552	4.2	0.9880499	2018-02-16_1515_left/003040
957	1383	1003	1423	5.19	0.9999709	2018-02-16_1515_left/001130
858	1264	933	1322	4.2	0.9802484	2018-02-16_1515_left/001130
857	1184	910	1231	4.2	0.9879391	2018-02-16_1515_left/002986
773	698	854	766	5.19	0.99998534	2018-02-16_1515_left/002133
804	201	863	238	5.19	0.9999769	2018-02-16_1515_left/002133
877	1370	916	1408	5.19	0.9998796999999998	2018-02-16_1515_left/002133
774	1368	821	1412	2.4	0.9981713	2018-02-16_1515_left/002133
760	168	949	305	5.19	0.999821	2018-02-16_1515_left/002285
916	1706	974	1756	5.19	0.9997476	2018-02-16_1515_left/001937
898	1617	926	1642	5.19	0.99961036	2018-02-16_1515_left/001937
796	1703	854	1757	2.4	0.99714464	2018-02-16_1515_left/001937
901	1171	921	1195	5.19	0.9962614	2018-02-16_1515_left/001937
937	1577	972	1611	5.19	0.9999701	2018-02-16_1515_left/001874
908	1575	946	1608	5.19	0.99629813	2018-02-16_1515_left/001874
943	485	1016	549	2.1	0.99993515	2018-02-16_1515_left/003453
694	1146	835	1297	2.1	0.9996444	2018-02-16_1515_left/003453
851	1177	942	1262	4.1	0.99031454	2018-02-16_1515_left/003453
771	563	854	633	4.2	0.992759	2018-02-16_1515_left/003049
968	1359	1014	1396	5.19	0.9999956	2018-02-16_1515_left/002165
812	503	914	592	5.19	0.9999886999999998	2018-02-16_1515_left/002165
944	972	990	1005	5.19	0.99965227	2018-02-16_1515_left/002165
932	1431	977	1473	2.1	0.9993006	2018-02-16_1515_left/002420
686	1299	846	1421	2.1	0.996358	2018-02-16_1515_left/003112
859	1338	962	1418	4.1	0.9839751	2018-02-16_1515_left/003112
801	2246	890	2339	2.4	0.9976057	2018-02-16_1515_left/002857
828	618	913	698	5.19	0.99999595	2018-02-16_1515_left/002149
859	92	930	136	5.19	0.9999944	2018-02-16_1515_left/002149
948	1370	992	1409	5.19	0.99999344	2018-02-16_1515_left/002149
932	1016	972	1047	5.19	0.99919575	2018-02-16_1515_left/002149
845	1370	889	1416	2.4	0.9874672	2018-02-16_1515_left/002149
920	1632	960	1672	5.19	0.99991035	2018-02-16_1515_left/001905
825	1633	874	1678	2.4	0.99608374	2018-02-16_1515_left/001905
894	1594	919	1617	5.19	0.9934616	2018-02-16_1515_left/001905
865	1537	947	1607	2.1	0.9997013	2018-02-16_1515_left/002473
742	661	854	769	2.1	0.9999964	2018-02-16_1515_left/003429
899	2225	957	2277	5.19	0.99977034	2018-02-16_1515_left/003429
866	683	945	754	4.1	0.9988475	2018-02-16_1515_left/003429
695	1204	841	1327	2.1	0.99840975	2018-02-16_1515_left/003108
859	1235	967	1313	4.1	0.9867337	2018-02-16_1515_left/003108
943	688	1020	758	2.1	0.9999956	2018-02-16_1515_left/003463
658	1396	824	1553	2.1	0.99934644	2018-02-16_1515_left/003463
849	2062	908	2135	2.4	0.9996835	2018-02-16_1515_left/002841
919	1632	955	1671	5.19	0.99967885	2018-02-16_1515_left/001908
819	1631	868	1681	2.4	0.9987342	2018-02-16_1515_left/001908
892	1594	916	1616	5.19	0.9892023	2018-02-16_1515_left/001908
932	1076	1019	1148	2.1	0.99991715	2018-02-16_1515_left/003480
1018	1757	1044	1787	5.19	0.99808335	2018-02-16_1515_left/003480
848	1887	911	1951	5.19	0.99999964	2018-02-16_1515_left/002046
886	1004	930	1048	5.19	0.9999974	2018-02-16_1515_left/002046
829	648	880	679	5.19	0.9999951	2018-02-16_1515_left/002046
927	1425	954	1448	5.19	0.9937138	2018-02-16_1515_left/002046
857	1422	892	1459	2.4	0.9755971	2018-02-16_1515_left/002046
951	1541	992	1587	5.19	0.9981571	2018-02-16_1515_left/002665
936	646	988	697	5.19	0.9995443000000002	2018-02-16_1515_left/001023
877	1864	937	1920	2.4	0.9993298	2018-02-16_1515_left/002816
831	602	926	685	5.19	0.9999987	2018-02-16_1515_left/002152
871	72	935	116	5.19	0.99999547	2018-02-16_1515_left/002152
964	1369	1006	1409	5.19	0.9999862	2018-02-16_1515_left/002152
942	1009	987	1043	5.19	0.9999112	2018-02-16_1515_left/002152
1034	899	1064	926	5.19	0.9984585	2018-02-16_1515_left/001059
863	263	933	336	5.19	0.9850004	2018-02-16_1515_left/001059
924	1434	963	1466	2.1	0.9983559	2018-02-16_1515_left/002404
880	1778	926	1826	5.19	0.99999523	2018-02-16_1515_left/002017
854	780	893	801	5.19	0.9999654	2018-02-16_1515_left/002017
898	1062	935	1102	5.19	0.999845	2018-02-16_1515_left/002017
899	1423	927	1450	5.19	0.97753364	2018-02-16_1515_left/002017
897	1430	935	1461	2.1	0.9959335	2018-02-16_1515_left/002384
860	1977	924	2045	2.4	0.9991555	2018-02-16_1515_left/002832
940	2178	1027	2247	2.1	0.9990434	2018-02-16_1515_left/002832
694	67	778	134	5.19	0.9999951	2018-02-16_1515_left/002119
844	289	902	322	5.19	0.9999943	2018-02-16_1515_left/002119
907	1376	946	1413	5.19	0.99998355	2018-02-16_1515_left/002119
819	760	892	823	5.19	0.99997866	2018-02-16_1515_left/002119
725	2380	836	2443	5.19	0.9998498	2018-02-16_1515_left/002119
895	1066	932	1096	5.19	0.99238634	2018-02-16_1515_left/002119
813	1380	858	1421	2.4	0.98255795	2018-02-16_1515_left/002119
803	62	906	129	3.1	0.97599846	2018-02-16_1515_left/002119
951	1781	983	1809	5.19	0.9951349	2018-02-16_1515_left/003637
776	367	850	417	5.19	0.99999917	2018-02-16_1515_left/002087
869	879	928	932	5.19	0.99999785	2018-02-16_1515_left/002087
811	2110	903	2197	5.19	0.9999604	2018-02-16_1515_left/002087
893	466	928	495	5.19	0.9999528	2018-02-16_1515_left/002087
936	1399	967	1428	5.19	0.9987319	2018-02-16_1515_left/002087
861	1956	924	2022	2.4	0.9984156	2018-02-16_1515_left/002829
941	728	1027	803	2.1	0.99998975	2018-02-16_1515_left/003465
651	1442	816	1601	2.1	0.99972254	2018-02-16_1515_left/003465
823	2022	943	2125	5.19	0.9999919	2018-02-16_1515_left/002734
886	726	969	802	5.19	0.9999627	2018-02-16_1515_left/002734
783	734	879	803	4.2	0.99658763	2018-02-16_1515_left/002734
717	0	914	129	5.19	0.99352247	2018-02-16_1515_left/002289
701	988	846	1118	2.1	0.99983215	2018-02-16_1515_left/003447
935	345	1017	412	2.1	0.9995639	2018-02-16_1515_left/003447
931	1546	963	1584	5.19	0.9963039	2018-02-16_1515_left/001847
1004	2265	1036	2301	5.19	0.9999064	2018-02-16_1515_left/003499
916	1508	1009	1595	2.1	0.99972266	2018-02-16_1515_left/003499
911	1466	963	1510	2.1	0.9988764	2018-02-16_1515_left/002445
742	925	866	1037	2.1	0.9996412	2018-02-16_1515_left/003097
796	435	864	480	5.19	0.99999845	2018-02-16_1515_left/002078
829	2051	911	2136	5.19	0.9999949	2018-02-16_1515_left/002078
880	906	937	958	5.19	0.9999893	2018-02-16_1515_left/002078
895	510	937	532	5.19	0.9998171	2018-02-16_1515_left/002078
940	1403	972	1434	5.19	0.99930894	2018-02-16_1515_left/002078
870	430	946	477	3.1	0.9819987	2018-02-16_1515_left/002078
912	1530	937	1556	5.19	0.99145037	2018-02-16_1515_left/001838
859	1142	911	1191	4.2	0.9945462	2018-02-16_1515_left/002987
952	1093	1002	1135	3.24	0.9784636999999998	2018-02-16_1515_left/001637
752	2279	863	2391	5.19	0.9999962	2018-02-16_1515_left/002109
720	177	798	236	5.19	0.9999939	2018-02-16_1515_left/002109
831	801	903	861	5.19	0.99999225	2018-02-16_1515_left/002109
854	351	905	383	5.19	0.999987	2018-02-16_1515_left/002109
913	1386	950	1420	5.19	0.99978167	2018-02-16_1515_left/002109
902	1086	935	1115	5.19	0.9993327	2018-02-16_1515_left/002109
822	1387	861	1430	2.4	0.98991066	2018-02-16_1515_left/002109
868	1387	902	1421	5.19	0.9781953	2018-02-16_1515_left/002109
838	1898	903	1966	5.19	0.99999833	2018-02-16_1515_left/002049
879	995	923	1037	5.19	0.999998	2018-02-16_1515_left/002049
816	629	870	663	5.19	0.99998903	2018-02-16_1515_left/002049
921	1629	954	1670	5.19	0.99964523	2018-02-16_1515_left/001903
896	1596	920	1621	5.19	0.99547356	2018-02-16_1515_left/001903
825	1630	872	1677	2.4	0.9887011	2018-02-16_1515_left/001903
951	1350	978	1373	5.19	0.9918201	2018-02-16_1515_left/003620
746	740	870	841	2.1	0.99912363	2018-02-16_1515_left/003089
680	1352	801	1440	4.2	0.9772017	2018-02-16_1515_left/003089
987	1107	1027	1143	5.19	0.99999905	2018-02-16_1515_left/001109
896	1426	931	1454	2.1	0.999703	2018-02-16_1515_left/002378
